Content,Type
sports.yahoo.com/nhl/blog/puck_daddy/post/Georges-Laraque-vs-Darren-Pang-Twitter-fight-ov?urn=nhl-wp16833,safe
we3d.net/ethan-hawke-welcomes-his-fourth-child/,safe
board.deathvalleydriver.com/lofiversion/index.php/t39527.html,safe
spoke.com/info/p9iosLF/ChrisKremer,safe
Oh ok wait 4 me there... My lect havent finish,safe
unisonabc.org.uk/,safe
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",harmful
manta.com/ic/mt6s1ng/ca/garage-paul-emile-mercier-fils-enr,safe
Even if he my friend he is a priest call him now,safe
synerdata.com/,safe
Then. You are eldest know.,safe
Shopping lor. Them raining mah hard 2 leave orchard.,safe
bqb-site.com/bqbhist.htm,safe
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",harmful
http://www.tandemimmobilier.fr/index.php?option=com_content&view=article&id=6&Itemid=11,harmful
shmoop.com/bernice-bobs-her-hair/plot-analysis.html,safe
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,safe
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",safe
enc.slider.com/Enc/Aum_Nama_Shivaya,safe
So how's the weather over there?,safe
"Aight, see you in a bit",safe
http://extratorrent.cc/torrent_download/4188732/25+Mix+HD+Wallpapers+Set+126.torrent,safe
Nothing spl..wat abt u and whr ru?,safe
http://pastehtml.com/view/bewrcx40f.html,harmful
digital.library.mcgill.ca/hospitals/search/search.php,safe
pipl.com/directory/people/Alexander/Hubert,safe
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",harmful
I place all ur points on e cultures module already.,safe
Doing project w frens lor.,safe
rleague.com/content/article.php?id=41441,safe
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",harmful
chemeurope.com/en/encyclopedia/Fiddlers_Ferry_Power_Station.html,safe
I reach home safe n sound liao...,safe
amazon.com/Los-Angeles-River-Possible-Landscape/dp/0801866421,safe
Hey we can go jazz power yoga hip hop kb and yogasana,safe
Water logging in desert. Geoenvironmental implications.,safe
Yes da. Any plm at ur office,safe
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,harmful
http://9779.info/%E5%95%86%E6%A0%87%E5%89%AA%E8%B4%B4%E7%94%BB/,harmful
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,safe
Thankyou so much for the call. I appreciate your care.,safe
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,safe
evri.com/person/caroline-ouellette-0x55767,safe
I borrow ur bag ok.,safe
Y bishan lei... I tot ü say lavender?,safe
Thank you. do you generally date the brothas?,safe
I know you mood off today,safe
"Yeah probably, I still gotta check out with leo",safe
I to am looking forward to all the sex cuddling.. Only two more sleeps,safe
Rats. Hey did u ever vote for the next themes?,safe
You said not now. No problem. When you can. Let me know.,safe
Aight what time you want me to come up?,safe
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,harmful
Hope you are not scared!,safe
pagelink.com/list/US/IN/Fort_Wayne/alarm,safe
connect.in.com/t-d-crittenden/profile-350004.html,safe
But we havent got da topic yet rite?,safe
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",harmful
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,safe
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,safe
"Ok da, i already planned. I wil pick you.",safe
There is a first time for everything :),safe
manta.com/c/mml0lrz/big-bully-records,safe
Give one miss from that number please,safe
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,safe
en.wikipedia.org/wiki/Hotel_Phillips,safe
kgw.com/sports/timbers/Timbers-announce-ticket-prices-for-2012-season-128831618.html,safe
pointsincase.com/articles/observational-humor,safe
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,harmful
pipl.com/directory/name/Banister/Robert,safe
Just got outta class gonna go gym.,safe
deadline.com/2011/03/greg-berlanti-back-at-warner-bros-television-with-mega-deal/,safe
charlieross.com/,safe
No rushing. I'm not working. I'm in school so if we rush we go hungry.,safe
Whens your radio show?,safe
No:-)i got rumour that you going to buy apartment in chennai:-),safe
I love u 2 my little pocy bell I am sorry but I love u,safe
yelp.com/biz/washington-state-ferries-seattle,safe
whatifsports.com/nhl-l/profile_player.asp?pid=1004071,safe
sfgate.com/cgi-bin/article.cgi?f=/c/a/2011/11/22/SPDP1M33F4.DTL,safe
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",safe
amazon.com/Planet-Umps-Baseball-Behind-Plate/dp/0312304161,safe
bookrags.com/biography/antoine-gerin-lajoie-dlb/,safe
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",safe
chacha.com/question/what-is-four-and-one-fifths-times-seven-eights,safe
http://allegro.pl/show_item.php?item=5275681817&sh_dwh_token=d0b6dd74a8394345128e20d296cb1c5e,safe
yasni.co.uk/donald+reed/check+people,safe
I have lost 10 kilos as of today!,safe
So ü pay first lar... Then when is da stock comin...,safe
sing365.com/music/lyric.nsf/Fox-Hunt-lyrics-Grimskunk/45204363DA78A14F48256D0A00339995,safe
myspace.com/rickparkermusic,safe
affiliatealmanac.com/systembanking/d14b096fd7585646b04f7d34b2d0eb41/,safe
Ok lor. Msg me b4 u call.,safe
en.wikipedia.org/wiki/New_Jersey,safe
"Looks like you found something to do other than smoke, great job!",safe
bftltd.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&rsmxwdwssl=0&dest,safe
buckeyefansonly.com/,safe
Pls pls find out from aunt nike.,safe
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",safe
I'm working technical support :)voice process.,safe
Not able to do anything.,safe
"Aight, can you text me the address?",safe
criticalbeauty.com/Miss_Earth_2010_Interview_USA_Danielle_Bounds.html,safe
LOL what happens in Vegas stays in vegas,safe
He is world famamus....,safe
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,safe
I need to come home and give you some good lovin...,safe
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",safe
americafirst.com/business/,safe
Dear :-/ why you mood off. I cant drive so i brother to drive,safe
rootsweb.ancestry.com/~ussnei/2NB1850.htm,safe
When're you guys getting back? G said you were thinking about not staying for mcr,safe
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",safe
bittorrent.am/download-torrent/3888274/100/0/[xtremespeeds%20net]%20Hercules%20The%20Legendary%20Journeys%20Season%203%20Episodes%2001-10.html,safe
art-history.concordia.ca/institute_site/,safe
Hui xin is in da lib.,safe
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,harmful
reverbnation.com/marcocalliari,safe
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",harmful
shopwiki.com/Mens-Puma-Speed-Cat-%7E-White/Black,safe
Then we gotta do it after that,safe
airlinesflightnews.com/airlines/emirates-airlines-launches-daily-flight-to-copenhagen-starting-on-august-1.html,safe
beloitdailynews.com/news/teen-births-up-slightly/article_bed5e17a-f6cc-11e0-ae7e-001cc4c002e0.html,safe
genforum.genealogy.com/cournoyer/,safe
24hourfitness.com/community/,safe
https://medium.com/the-cto-series/an-interview-with-cindy-jeffers-ceo-and-cto-of-salon-media-group-ba438d7d9251,safe
articles.nydailynews.com/2011-08-23/sports/29939682_1_jon-niese-niese-first-pat-misch,safe
hockeydb.com/ihdb/stats/pdisplay.php?pid=16003,safe
youtube.com/watch?v=o8ZnCT14nRc,safe
sing365.com/music/lyric.nsf/I-Believe-lyrics-Nikki-Yanofsky/0A516EC118095ADA4825778A00321C6D,safe
us.battle.net.login.en.jj-rs.com/login/en/login.html,safe
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",safe
Hai priya are you right. What doctor said pa. Where are you.,safe
Wen did you get so spiritual and deep. That's great,safe
www.buzeo.fr/wp-content/plugins/yet-another-related-posts-plugin/yarpp-templates/webovh/,safe
longbeachrmh.org/,safe
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,harmful
After completed degree. There is no use in joining finance.,safe
"Probably, want to pick up more?",safe
Are you still getting the goods.,safe
lyricstime.com/dan-bigras-tue-moi-lyrics.html,safe
amazon.com/Jubilee-Dive-Drams/dp/B000FVGLES,safe
imtl.org/montreal/building/Hotel-de-ville-de-Maisonneuve.php,safe
cacouna.net/patrimoinereligieux_e.htm,safe
Enjoy urself tmr...,safe
dailycaller.com/2011/06/14/drunk-wannabe-knight-rams-into-womans-house-in-failed-attempt-at-wooing/,safe
palaparthy.com,harmful
Did he just say somebody is named tampa,safe
U attend ur driving lesson how many times a wk n which day?,safe
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,safe
Sorry that was my uncle. I.ll keep in touch,safe
www.emobilemoneymachines.com/paypal/webscr.htmcmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8/,safe
645,safe
http://www.arcolec.com/index.php?option=com_content&view=article&id=55:industrial&catid=36:jaslideshow2&Itemid=55,harmful
HELLO PEACH! MY CAKE TASTS LUSH!,safe
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=1&option=com_virtuemart&Itemid=5,harmful
angelakingdesigns.com/,safe
townofwakaw.com/ARENA.html,safe
Oh k. . I will come tomorrow,safe
"I'm outside islands, head towards hard rock and you'll run into me",safe
au.eurosport.com/tennis/french-open-men/2011/david-ferrer-gael-monfils_mtc450633/live.shtml,safe
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",safe
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,safe
We will meet soon princess! Ttyl!,safe
I might go 2 sch. Yar at e salon now v boring.,safe
thompsoncoe.com/Attorneys/JohnLRoss,safe
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,safe
You call times job today ok umma and ask them to speed up,safe
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,harmful
tech.icrontic.com/article/autodesk-maya-entertainment-creation-suite-2012,safe
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,safe
https://medium.com/backchannel/this-video-game-solved-the-problem-of-learning-guitar-d0fcea6f0d3b,safe
seralimo.com/,safe
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,safe
blockbuster.com/browse/catalog/personDetails/62546,safe
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",safe
In da car park,safe
U GOIN OUT 2NITE?,safe
www-03.ibm.com/able/,harmful
starnetcomputacion.com.ar/wp-content/uploads/hsbc.com.eg.htm,safe
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,safe
No need lar i go engin? Cos my sis at arts today...,safe
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",safe
http://mixi.jp/static/js/jp/mixi/analysis/google_analytics/textlinktracker.js?1427195691,safe
Lol great now im getting hungry.,safe
www.paypal.co.uk.7628.secure-640.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&amp;nav=39be0fcb73ef9846290cf99f4f7a9521&amp;un=1,safe
michigan-football.com/f/lowell.htm,safe
facebook.com/people/Brittany-Blanchard/100001007700010,safe
pastehtml.com/view/bh3mydhtt.html,safe
http://motthegioi.vn/kinh-te/tro-chuyen-voi-nguoi-thanh-cong/do-giau-co-it-ai-ngo-den-cua-me-chong-tang-thanh-ha-188153.html,safe
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,harmful
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv,safe
Maybe i could get book out tomo then return it immediately ..? Or something.,safe
